css/css-logical/animation-001.html	FAIL	Logical properties can be animated using object notation	assert_equals: expected "50px" but got "0px"
css/css-logical/animation-001.html	FAIL	Logical properties can be animated using array notation	assert_equals: expected "50px" but got "0px"
css/css-logical/animation-001.html	FAIL	Logical properties are NOT stored as physical properties	anim.effect.getKeyframes(…) — anim.effect 이(가) undefined
css/css-logical/animation-001.html	FAIL	Logical properties in animations respect the writingU+2dmode	assert_equals: expected "50px" but got "1000px"
css/css-logical/animation-001.html	FAIL	Logical properties in animations respect the direction	assert_equals: expected "50px" but got "0px"
css/css-logical/animation-001.html	FAIL	Physical properties win over logical properties in object notation	assert_equals: expected "250px" but got "0px"
css/css-logical/animation-001.html	FAIL	Physical properties with variables win over logical properties	assert_equals: expected "250px" but got "0px"
css/css-logical/animation-001.html	FAIL	Physical longhands win over logical shorthands	assert_equals: expected "200px" but got "0px"
css/css-logical/animation-001.html	FAIL	Logical longhands win over physical shorthands	assert_equals: expected "100px" but got "0px"
css/css-logical/animation-001.html	FAIL	Physical shorthands win over logical shorthands	assert_equals: expected "200px" but got "0px"
css/css-logical/animation-001.html	FAIL	Physical shorthands using variables win over logical shorthands	assert_equals: expected "200px" but got "0px"
css/css-logical/animation-001.html	FAIL	Physical properties and logical properties can be mixed	assert_equals: expected "250px" but got "150px"
css/css-logical/animation-001.html	FAIL	Physical shorthands and logical shorthands can be mixed	assert_equals: expected "250px" but got "150px"
css/css-logical/animation-001.html	FAIL	Animations update when the writingU+2dmode is changed	assert_equals: expected "50px" but got "0px"
css/css-logical/animation-001.html	FAIL	Filling animations update when the writingU+2dmode is changed	assert_equals: expected "100px" but got "0px"
css/css-logical/animation-001.html	FAIL	Animations with implicit from values update when the writingU+2dmode is changed	assert_equals: expected "250px" but got "200px"
css/css-logical/animation-001.html	FAIL	Animations with overlapping physical and logical properties update when the writingU+2dmode is changed	assert_equals: expected "50px" but got "0px"
css/css-logical/animation-001.html	FAIL	Animations update when the writingU+2dmode is changed through a CSS variable	assert_equals: expected "50px" but got "0px"
css/css-logical/animation-001.html	FAIL	Animations update when the direction is changed	assert_equals: expected "50px" but got "0px"
css/css-logical/animation-001.html	FAIL	Logical shorthand with variable references animates correctly	assert_equals: expected "250px" but got "auto"
css/css-logical/animation-001.html	FAIL	writingU+2dmode is not animatable	anim.effect.getKeyframes(…) — anim.effect 이(가) undefined
css/css-logical/animation-001.html	FAIL	direction is not animatable	anim.effect.getKeyframes(…) — anim.effect 이(가) undefined
css/css-logical/animation-002.html	FAIL	Logical properties can be animated	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Logical properties in animations respect the writingU+2dmode	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Logical properties in animations respect the direction	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Declaration order is respected within @keyframes declaration blocks	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Logical properties are able to override physical properties in @keyframes declaration blocks	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Declaration order is respected amongst logical properties within @keyframes declaration blocks	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Physical properties and logical properties can be mixed	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Declaration order is respected on each keyframe individually	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Animations update when the writingU+2dmode is changed	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Filling animations update when the writingU+2dmode is changed	promise_test: Unhandled rejection with value: object "SyntaxError: 규칙을 파싱할 수 없다"
css/css-logical/animation-002.html	FAIL	The number of interpolating properties can be increased when the writingU+2dmode is changed	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	The number of interpolating properties can be decreased when the writingU+2dmode is changed	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Animations update when the writingU+2dmode is changed through a CSS variable	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Logical shorthand with variable references animates correctly	규칙을 파싱할 수 없다
css/css-logical/animation-002.html	FAIL	Animations update when the direction is changed	규칙을 파싱할 수 없다
css/css-logical/animation-004.html	FAIL	Logical properties can be transitioned	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Logical properties in transitions respect the writingU+2dmode	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Logical properties in transitions respect the direction	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Declaration order is respected within declaration blocks	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Logical properties are able to override physical properties in declaration blocks	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Declaration order is respected amongst logical properties within declaration blocks	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Physical properties and logical properties can be mixed	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Declaration order is respected on each keyframe individually	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Transitions update when the writingU+2dmode is changed	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Filling transitions update when the writingU+2dmode is changed	promise_test: Unhandled rejection with value: object "TypeError: Cannot read private member #test from an object whose class did not declare it"
css/css-logical/animation-004.html	FAIL	The number of interpolating properties can be increased when the writingU+2dmode is changed	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	The number of interpolating properties can be decreased when the writingU+2dmode is changed	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Transitions update when the writingU+2dmode is changed through a CSS variable	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Transitions update when the direction is changed	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Transitions from logical to physical update when the direction is changed	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animation-004.html	FAIL	Transitions from physical to logical update when the direction is changed	Cannot read private member #test from an object whose class did not declare it
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions: property <marginU+2dblock> from [10px] to [20px] at (U+2d0.3) should be [7px]	assert_equals: expected "" but got "7px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions: property <marginU+2dblock> from [10px] to [20px] at (0) should be [10px]	assert_equals: expected "" but got "10px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions: property <marginU+2dblock> from [10px] to [20px] at (0.3) should be [13px]	assert_equals: expected "" but got "13px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions: property <marginU+2dblock> from [10px] to [20px] at (0.6) should be [16px]	assert_equals: expected "" but got "16px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions: property <marginU+2dblock> from [10px] to [20px] at (1) should be [20px]	assert_equals: expected "" but got "20px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions: property <marginU+2dblock> from [10px] to [20px] at (1.5) should be [25px]	assert_equals: expected "" but got "25px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions with transition: all: property <marginU+2dblock> from [10px] to [20px] at (U+2d0.3) should be [7px]	assert_equals: expected "" but got "7px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions with transition: all: property <marginU+2dblock> from [10px] to [20px] at (0) should be [10px]	assert_equals: expected "" but got "10px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions with transition: all: property <marginU+2dblock> from [10px] to [20px] at (0.3) should be [13px]	assert_equals: expected "" but got "13px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions with transition: all: property <marginU+2dblock> from [10px] to [20px] at (0.6) should be [16px]	assert_equals: expected "" but got "16px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions with transition: all: property <marginU+2dblock> from [10px] to [20px] at (1) should be [20px]	assert_equals: expected "" but got "20px "
css/css-logical/animations/margin-block-interpolation.html	FAIL	CSS Transitions with transition: all: property <marginU+2dblock> from [10px] to [20px] at (1.5) should be [25px]	assert_equals: expected "" but got "25px "
css/css-logical/animations/margin-inline-interpolation.html	FAIL	CSS Transitions: property <marginU+2dinline> from [10px] to [20px] at (U+2d0.3) should be [7px]	assert_equals: expected "" but got "7px "
css/css-logical/animations/margin-inline-interpolation.html	FAIL	CSS Transitions: property <marginU+2dinline> from [10px] to [20px] at (0) should be [10px]	assert_equals: expected "" but got "10px "
css/css-logical/animations/margin-inline-interpolation.html	FAIL	CSS Transitions: property <marginU+2dinline> from [10px] to [20px] at (0.3) should be [13px]	assert_equals: expected "" but got "13px "
css/css-logical/animations/margin-inline-interpolation.html	FAIL	CSS Transitions: property <marginU+2dinline> from [10px] to [20px] at (0.6) should be [16px]	assert_equals: expected "" but got "16px "
css/css-logical/animations/margin-inline-interpolation.html	FAIL	CSS Transitions: property <marginU+2dinline> from [10px] to [20px] at (1) should be [20px]	assert_equals: expected "" but got "20px "
css/css-logical/animations/margin-inline-interpolation.html	FAIL	CSS Transitions: property <marginU+2dinline> from [10px] to [20px] at (1.5) should be [25px]	assert_equals: expected "" but got "25px "
